11/04/21,Sun,,City : ,London
11/04,Sun,8.37,0.85,9.43,1019,38
12/04,Mon,8.67,0.63,9.24,1029,37
13/04,Tue,10.06,2.39,10.16,1033,44
14/04,Wed,10.15,4.74,10.82,1033,56
15/04,Thu,7.82,1.81,9.16,1034,50
16/04,Fri,11.75,2.78,11.95,1031,41
17/04,Sat,11.49,4.39,11.74,1026,48
18/04,Sun,9.95,7.14,9.95,1020,72
