11/04/21,Sun,,City : ,Mumbai
11/04,Sun,31.57,27.53,32.51,1011,49
12/04,Mon,31.67,27.67,31.73,1012,48
13/04,Tue,31.99,27.35,31.99,1011,48
14/04,Wed,30.48,27.80,30.88,1012,58
15/04,Thu,30.07,27.46,30.07,1012,54
16/04,Fri,29.13,26.80,29.13,1012,56
17/04,Sat,29.48,26.58,29.48,1012,59
18/04,Sun,29.48,27.08,29.48,1013,66
