11/04/21,Sun,,City : ,Ahmedabad
11/04,Sun,38.76,26.63,44.00,1011,6
12/04,Mon,38.56,26.22,41.11,1012,12
13/04,Tue,38.57,26.14,41.28,1011,13
14/04,Wed,36.20,28.58,39.81,1011,16
15/04,Thu,35.33,25.22,39.48,1011,20
16/04,Fri,36.21,25.54,40.19,1009,20
17/04,Sat,35.97,25.65,39.94,1010,26
18/04,Sun,38.83,27.07,41.77,1012,16
