11/04/21,Sun,,City : ,Melbourne
11/04,Sun,24.80,17.92,27.37,1008,77
12/04,Mon,25.12,18.56,25.12,1012,52
13/04,Tue,25.92,18.56,26.56,1017,38
14/04,Wed,27.15,20.87,27.15,1015,48
15/04,Thu,23.51,19.89,27.41,1011,66
16/04,Fri,24.49,18.59,24.49,1012,59
17/04,Sat,20.06,18.22,21.77,1014,91
18/04,Sun,22.58,17.47,23.49,1013,70
