28/05/21,Fri,,City : ,Surat
28/05,Fri,32.17,28.82,32.98,1007,64
29/05,Sat,32.53,28.96,33.20,1008,56
30/05,Sun,32.71,28.72,33.27,1008,57
31/05,Mon,31.70,28.21,32.37,1007,58
01/06,Tue,32.24,28.27,32.36,1007,55
02/06,Wed,32.16,28.33,32.52,1008,56
03/06,Thu,32.32,28.23,32.71,1009,55
04/06,Fri,32.45,27.88,33.41,1009,54
